Ranking,Rating,Number of Reviews,Price,City Part,City Ranking 1,City Ranking 2,Cuisine Norm,Days,Dif Days
696.0,4.0,126.0,1,0.0223,0.004905499438832772,0.014068621315789598,-0.012979199999999998,1515.0,285.0
5415.0,3.0,16.0,1,0.053325,-0.08208848499061913,0.00884790821895413,-0.012979199999999998,1729.0,93.0
2173.0,3.0,30.0,1,0.0204,-0.033966625766871164,0.004081507187588363,-0.004979199999999999,122.0,915.0
3692.0,3.0,2.0,1,0.036075,-0.05626399098474342,0.006843573147878577,-0.012979199999999998,579.0,1303.0
5658.0,3.5,186.0,1,0.122425,-0.0190288858251634,0.07563866307434938,0.0030208000000000014,119.0,136.0
3717.0,4.0,142.0,1,0.122425,0.029506025326797386,0.09095738647035441,0.0030208000000000014,151.0,670.0
2524.0,4.0,7.0,0,0.02915,-0.03397914163090129,0.009298891160969554,0.0030208000000000014,997.0,298.0
1492.0,4.5,97.0,1,0.122425,0.08514238664215687,0.1085174892813339,-0.004979199999999999,274.0,211.0
6696.0,4.0,310.0,1,0.143925,-0.02347907835302293,0.07930016834021116,0.0270208,575.7305018056379,504.0876149434008
748.0,4.0,426.0,1,0.06835,0.0496681668496158,0.06179892757513419,0.0110208,191.0,707.0
3156.0,3.5,7.0,1,0.0325,-0.046435719784449575,0.009748424202030606,0.0030208000000000014,106.0,797.0
7136.0,3.5,8.0,1,0.0777,-0.10073241068554878,0.0226039839376469,-0.012979199999999998,813.0,618.0
2483.0,4.0,63.0,1,0.0777,0.015630028966849053,0.05932756538383091,0.0190208,404.0,350.0
3347.0,4.5,18.0,1,0.06835,-0.01533060739114526,0.04128610346686168,-0.012979199999999998,749.0,617.0
275.0,4.0,116.0,1,0.009625,0.0027571614583333333,0.007463739587698079,0.0190208,241.0,224.0
6604.0,3.0,7.0,1,0.0777,-0.08742813002896686,0.026802768663494715,-0.012979199999999998,167.0,171.0
919.0,4.5,48.0,1,0.0223,-0.0006757575757575758,0.012308069939010092,0.0190208,746.0,395.0
48.0,4.5,693.0,0,0.122425,0.12124976000816995,0.11991379870113363,0.0030208000000000014,402.0,575.0
171.0,4.5,63.0,1,0.0223,0.01804523007856341,0.018213417157983504,-0.004979199999999999,227.0,137.0
582.0,4.0,4.0,1,0.007525,-0.007048416666666666,0.0034283562155283985,-0.012979199999999998,374.0,874.0
5163.0,4.0,8.0,1,0.0777,-0.05139153524299968,0.03817579270474792,0.0110208,267.0,449.0
844.0,4.0,2.0,1,0.0094,-0.0117312,0.0038856067057502024,-0.012979199999999998,1664.0,337.0
1482.0,4.5,138.0,1,0.122425,0.08539243770424837,0.10859641109172032,0.0030208000000000014,1010.0,94.0
1312.0,3.5,736.0,1,0.053875,0.021084784122562674,0.03672606601444584,0.0030208000000000014,1166.0,246.0
1851.0,5.0,2.0,1,0.02915,-0.01713969957081545,0.014611415567873213,-0.012979199999999998,1559.0,232.0
1747.0,4.0,0.0,1,0.0205,-0.023203296703296704,0.007184117400185672,-0.004979199999999999,1199.0,504.0876149434008
3499.0,4.0,32.0,0,0.06835,-0.019131997804610317,0.04008643079873647,-0.012979199999999998,1291.0,332.0
12980.0,3.0,36.0,1,0.122425,-0.2021162734885621,0.017852113509409257,-0.012979199999999998,1528.0,121.0
2200.0,4.5,240.0,1,0.143925,0.08894044909659485,0.1147832054478534,0.0190208,118.0,1269.0
4627.0,4.5,10.0,1,0.05195,-0.06375568127106404,0.04181424490447614,-0.012979199999999998,1013.0,355.0
1829.0,4.0,148.0,1,0.06835,0.02263327844859129,0.05326704498142792,0.0190208,227.0,1354.0
359.0,4.0,537.0,0,0.02715,0.018191751152073735,0.02559977100895973,0.0030208000000000014,88.0,768.0
1087.0,4.0,31.0,1,0.0223,-0.004880471380471381,0.010981735269508042,-0.012979199999999998,353.0,312.0
1099.0,4.5,10.0,1,0.016475,-0.011016717325227963,0.006971856233447525,-0.012979199999999998,942.0,545.0
78.0,4.0,1066.0,1,0.02915,0.027223347639484977,0.02860711508264318,0.0190208,133.0,249.0
1087.0,4.0,215.0,1,0.06835,0.041190065861690446,0.05912334182188125,0.0430208,131.0,276.0
1437.0,4.5,228.0,1,0.143925,0.10801876302988186,0.12080490413849643,0.0030208000000000014,125.0,1005.0
1043.0,4.5,28.0,0,0.016825,-0.009263764880952381,0.007982357792804885,0.0110208,1235.0,191.0
393.0,4.5,39.0,1,0.012825,0.003005859375,0.010936104386889,0.0190208,183.0,138.0
2133.0,4.5,3.0,1,0.0265,-0.02685033050047214,0.0016737463594653148,-0.004979199999999999,247.0,2083.0
15881.0,2.0,9.0,1,0.143925,-0.25314397150799167,0.006810912149442897,-0.012979199999999998,684.0,2208.0
641.0,4.5,5.0,1,0.011075,-0.004961199095022625,0.006357185307503436,-0.012979199999999998,377.0,562.0
7485.0,4.5,15.0,1,0.0777,-0.10946021886063727,0.01984951801787079,-0.012979199999999998,380.0,321.0
6513.0,3.5,4.0,1,0.0777,-0.08515239781139362,0.027520981840284474,-0.012979199999999998,1360.0,504.0876149434008
1608.0,3.5,191.0,1,0.02715,-0.013062027649769586,0.01574034640513898,-0.004979199999999999,212.0,560.0
3476.0,3.0,108.0,0,0.0325,-0.054441878367975365,0.007222516716484215,0.0030208000000000014,197.0,771.0
3803.0,3.5,32.0,0,0.053325,-0.04176958255159474,0.021571216023551863,-0.012979199999999998,1909.0,504.0876149434008
4665.0,3.5,231.0,1,0.122425,0.005801184640522876,0.08347559884572135,0.0110208,106.0,737.0
3512.0,4.0,171.0,1,0.143925,0.05613475069492703,0.10442872486839909,-0.012979199999999998,146.0,125.0
12395.0,3.5,10.0,1,0.122425,-0.18748828635620918,0.0224690394170151,-0.012979199999999998,2928.0,504.0876149434008
2594.0,4.5,26.0,0,0.053875,-0.010980095171773445,0.026607257368299362,-0.012979199999999998,845.0,910.0
8657.0,1.5,3.0,1,0.0777,-0.13876964917927262,0.01059956369701808,-0.012979199999999998,456.0,131.0
7479.0,4.5,17.0,0,0.122425,-0.06456318423202614,0.061267001402981455,-0.012979199999999998,434.0,999.0
3013.0,4.5,81.0,1,0.122425,0.04710962009803922,0.0965134819215587,0.0110208,871.0,135.0
9225.0,5.0,0.0,1,0.143925,-0.08671506254343293,0.05934095996716239,-0.012979199999999998,833.0,504.0876149434008
214.0,4.5,125.0,1,0.023725,0.018394382911392407,0.020715023522608594,0.0110208,746.0,499.0
3768.0,4.5,8.0,1,0.0777,-0.016505310588992596,0.04918576393136015,-0.012979199999999998,595.0,648.0
1445.0,4.0,10.0,1,0.018175,-0.017974724517906337,0.009694589324460394,-0.012979199999999998,1699.0,268.0
1051.0,3.0,7.0,1,0.0094,-0.01692,0.0022508087624772515,0.0030208000000000014,189.0,509.0
1130.0,4.5,2.0,1,0.012825,-0.015455126953124999,0.005116675554298969,-0.012979199999999998,192.0,798.0
3299.0,5.0,0.0,1,0.053875,-0.028613277623026928,0.021042701911565143,-0.012979199999999998,1977.0,504.0876149434008
769.0,4.0,15.0,1,0.0205,0.0012765567765567767,0.014905069946758845,-0.012979199999999998,482.0,245.0
7715.0,3.5,24.0,1,0.06835,-0.12457056348335162,0.00681129942494774,-0.012979199999999998,1790.0,694.0
2516.0,3.5,8.0,1,0.0265,-0.03643437204910292,-0.001350050129568721,-0.012979199999999998,270.0,617.0
1150.0,5.0,6.0,1,0.016825,-0.011942745535714287,0.007137538520965001,-0.012979199999999998,871.0,503.0
3667.0,4.0,94.0,1,0.143925,0.05225907748436414,0.10320544400725928,0.0110208,116.0,107.0
6289.0,4.0,58.0,1,0.122425,-0.03480710784313726,0.07065869683896599,-0.012979199999999998,795.0,491.0
196.0,4.5,160.0,1,0.02915,0.024270815450643773,0.027675647207435705,0.0110208,163.0,493.0
2199.0,3.0,2.0,1,0.0204,-0.034617423312883436,0.0038762476385026815,-0.012979199999999998,454.0,365.0
3393.0,5.0,0.0,1,0.053875,-0.03096436861652739,0.02030076118400058,-0.012979199999999998,613.0,305.0
243.0,4.5,348.0,2,0.143925,0.13787394892286312,0.1302281128365669,0.0030208000000000014,142.0,87.0
447.0,4.0,15.0,0,0.009625,-0.0015540364583333335,0.006105260001365731,-0.012979199999999998,181.0,187.0
669.0,4.5,67.0,1,0.0325,0.015787143956889915,0.02937946144126147,-0.012979199999999998,667.0,198.0
8569.0,2.0,4.0,1,0.0777,-0.13656894110074028,0.011294099516331254,-0.012979199999999998,106.0,1124.0
745.0,4.0,25.0,1,0.023725,0.0051053797468354435,0.016523073259458763,-0.012979199999999998,1354.0,880.0
409.0,4.0,50.0,1,0.0157,0.005483732057416268,0.014463981321560473,0.0190208,669.0,219.0
1199.0,4.5,14.0,0,0.0204,-0.009586748466257669,0.01177084568025967,-0.004979199999999999,799.0,307.0
1166.0,3.5,190.0,1,0.0325,0.0033525789068514244,0.025456411377772232,0.0190208,135.0,360.0
4521.0,4.0,6.0,0,0.053875,-0.05917746053853296,0.011397472453225832,0.0030208000000000014,454.0,458.0
3384.0,5.0,2.0,1,0.053875,-0.030739264159702875,0.020371798062171657,-0.012979199999999998,250.0,705.0
2549.0,3.0,30.0,0,0.023725,-0.040042194092827006,0.0022814945876653524,-0.012979199999999998,121.0,704.0
4404.0,4.0,70.0,1,0.122425,0.012327517361111113,0.08553545809680704,-0.012979199999999998,244.0,393.0
3393.0,2.5,9.0,1,0.02915,-0.05572278969957081,0.002439182825755172,-0.012979199999999998,1731.0,501.0
554.0,4.5,26.0,1,0.02915,0.015313133047210301,0.02484966839960285,-0.012979199999999998,215.0,174.0
3844.0,2.5,7.0,1,0.036075,-0.06006662621359223,0.005643777163475412,-0.012979199999999998,296.0,664.0
8253.0,4.5,10.0,0,0.143925,-0.062410840861709525,0.06701211478669715,-0.004979199999999999,120.0,160.0
2826.0,3.5,662.0,2,0.05195,-0.018709003370245548,0.05602856258529183,0.0110208,311.0,696.0
1964.0,4.5,27.0,1,0.053875,0.0047772168059424325,0.03157983884027462,0.0190208,339.0,677.0
1834.0,3.5,3.0,0,0.018175,-0.027713119834710743,0.006623583422819438,-0.012979199999999998,672.0,352.0
2985.0,1.5,85.0,1,0.0265,-0.04817044381491973,-0.0050528191983858555,-0.012979199999999998,1357.0,78.0
5691.0,3.5,18.0,1,0.053875,-0.0884410399257196,0.002162678290986065,-0.012979199999999998,1198.0,1326.0
5715.0,4.0,2.0,1,0.06835,-0.07455226856933772,0.02259646611080577,-0.012979199999999998,1139.0,157.0
4671.0,4.0,190.0,1,0.143925,0.027154716817234192,0.09528174088090857,0.0110208,575.7305018056379,504.0876149434008
1321.0,4.0,224.0,1,0.05195,0.018934111699566682,0.06790671256287517,0.0110208,1000.0,92.0
7270.0,4.0,56.0,0,0.122425,-0.05933711703431373,0.06291646724005773,0.0030208000000000014,1398.0,307.0
1512.0,3.5,14.0,1,0.018175,-0.01965203168044077,0.009165650004640487,-0.012979199999999998,1170.0,504.0876149434008
156.0,4.0,2366.0,1,0.0204,0.016520245398773007,0.02000491143781221,0.0190208,114.0,134.0
344.0,4.0,151.0,1,0.0223,0.013715375982042649,0.01684760824236532,-0.004979199999999999,255.0,285.0
4351.0,4.5,3.0,1,0.0777,-0.031085001609269396,0.04458446412841038,-0.004979199999999999,1249.0,714.0
4670.0,4.5,10.0,1,0.053875,-0.06290418987929433,0.010221417470171365,-0.004979199999999999,411.0,892.0
5342.0,4.0,25.0,1,0.122425,-0.011127272263071895,0.0781325922825604,-0.012979199999999998,866.0,341.0
3507.0,3.5,84.0,1,0.053325,-0.034366111632270165,0.02390750579412316,-0.012979199999999998,2093.0,504.0876149434008
1050.0,4.0,220.0,1,0.053875,0.02763782497678737,0.03879402846787047,0.0190208,575.7305018056379,504.0876149434008
1511.0,4.0,77.0,2,0.0325,-0.005279060816012317,0.02273316736991753,-0.004979199999999999,225.0,1210.0
1658.0,4.0,610.0,2,0.143925,0.102492803161918,0.11906074239454871,0.0110208,575.7305018056379,504.0876149434008
2932.0,4.0,0.0,1,0.0325,-0.04083140877598153,0.011516559441913082,-0.012979199999999998,575.7305018056379,504.0876149434008
5856.0,4.0,32.0,0,0.143925,-0.002475429986101459,0.08592956139413008,0.0110208,96.0,100.0
1402.0,4.0,51.0,1,0.018175,-0.016898243801652894,0.010034057843150783,-0.004979199999999999,575.7305018056379,504.0876149434008
4105.0,4.0,24.0,1,0.05195,-0.050699398170438136,0.0459341082189602,-0.012979199999999998,187.0,442.0
13905.0,1.5,5.0,1,0.122425,-0.22524599673202614,0.010551846048664977,-0.012979199999999998,1420.0,275.0
865.0,4.0,411.0,1,0.122425,0.10082058823529412,0.11346588679256273,0.0110208,136.0,1275.0
3737.0,5.0,2.0,1,0.06835,-0.025084174899377972,0.038207995963119364,-0.012979199999999998,411.0,504.0876149434008
1003.0,4.0,25.0,1,0.0157,-0.009389952153110047,0.009774240652888575,-0.012979199999999998,98.0,341.0
973.0,4.0,1104.0,1,0.05195,0.02763830043331729,0.07065328810586456,0.0270208,137.0,497.0
16.0,4.5,1391.0,1,0.02715,0.026774654377880184,0.028307363193996172,0.035020800000000005,187.0,286.0
3523.0,3.5,356.0,0,0.05195,-0.03614239287433799,0.050527519040856214,0.0190208,123.0,676.0
389.0,4.5,44.0,1,0.023725,0.014014767932489451,0.019333495658105354,-0.004979199999999999,215.0,556.0
3753.0,4.0,152.0,1,0.122425,0.028605841503267976,0.09067326795296328,-0.012979199999999998,189.0,523.0
3026.0,3.5,998.0,0,0.05195,-0.02371141068849302,0.05445007089391862,0.0110208,111.0,178.0
2504.0,4.5,257.0,1,0.143925,0.0813391287352328,0.1123839965331018,0.0190208,139.0,180.0
4507.0,4.5,14.0,0,0.05195,-0.06075423688011556,0.042761339919300055,-0.004979199999999999,846.0,1080.0
1441.0,4.0,66.0,0,0.0325,-0.003527713625866051,0.023285709632380802,0.0030208000000000014,95.0,179.0
973.0,4.5,193.0,1,0.053325,0.02901360225140713,0.043908040519216616,0.035020800000000005,182.0,98.0
2592.0,4.0,6.0,1,0.02715,-0.037684700460829494,0.0079727933145388,-0.012979199999999998,552.0,210.0
13737.0,3.5,4.0,1,0.143925,-0.19953465948575397,0.023731648706112156,-0.012979199999999998,1725.0,284.0
857.0,4.5,6.0,1,0.01345,-0.007989851024208567,0.0062066249292201435,-0.012979199999999998,915.0,511.0
1828.0,5.0,2.0,1,0.02915,-0.01656420600858369,0.014792972865583143,-0.012979199999999998,977.0,140.0
2973.0,4.0,67.0,1,0.143925,0.06961209173036831,0.1086825854113304,0.0270208,151.0,178.0
2641.0,3.5,257.0,1,0.05195,-0.014081776600866635,0.057488667399812045,0.0190208,223.0,791.0
12647.0,4.0,0.0,1,0.143925,-0.172279925295344,0.03233407540703076,-0.012979199999999998,2919.0,504.0876149434008
334.0,4.0,4.0,1,0.004575,-0.0037957417582417585,0.0015496899396838237,-0.012979199999999998,1016.0,504.0876149434008
3085.0,4.0,127.0,1,0.122425,0.04530925245098039,0.09594524488677644,-0.004979199999999999,174.0,203.0
2763.0,1.0,0.0,1,0.022325,-0.04680241031390135,0.0005368227237961366,-0.012979199999999998,620.0,504.0876149434008
602.0,4.0,0.0,1,0.007525,-0.007550083333333333,0.0032703674498358454,-0.012979199999999998,337.0,1290.0
983.0,4.5,13.0,1,0.0204,-0.004180122699386503,0.01347607885727918,-0.012979199999999998,220.0,538.0
1625.0,3.0,142.0,1,0.016475,-0.024186702127659575,0.0028187459516882973,0.0110208,575.7305018056379,504.0876149434008
1291.0,4.0,56.0,0,0.0204,-0.01188957055214724,0.011044542660418027,0.0030208000000000014,133.0,1285.0
9863.0,4.5,2.0,1,0.122425,-0.12417535743464052,0.042452041806857826,-0.012979199999999998,1458.0,504.0876149434008
977.0,4.5,8.0,1,0.01345,-0.010995437616387337,0.0052590486041483656,0.0270208,218.0,504.0876149434008
1666.0,3.5,35.0,1,0.023725,-0.017943908227848103,0.009252289469701705,-0.012979199999999998,231.0,591.0
821.0,4.5,11.0,0,0.0094,-0.011154666666666669,0.004067250921669419,-0.012979199999999998,1071.0,173.0
1755.0,4.0,17.0,1,0.022325,-0.021574159192825113,0.008494430158891808,-0.012979199999999998,2820.0,128.0
14184.0,3.0,30.0,0,0.143925,-0.2107116009381515,0.020203864545276725,-0.004979199999999999,108.0,214.0
11632.0,3.0,79.0,1,0.122425,-0.16840939031862748,0.0284907735494993,-0.012979199999999998,448.0,558.0
1355.0,5.0,3.0,1,0.022325,-0.011562948430493275,0.011652210887104376,-0.004979199999999999,189.0,422.0
3464.0,4.0,178.0,1,0.05195,-0.034666682715454984,0.050993174089811306,0.0110208,575.7305018056379,504.0876149434008
2274.0,3.5,2.0,1,0.022325,-0.034563705156950675,0.004397209664036001,-0.012979199999999998,2004.0,306.0
11368.0,3.5,62.0,0,0.143925,-0.14029937022237665,0.04242811554508113,-0.004979199999999999,190.0,549.0
2194.0,4.0,173.0,0,0.143925,0.08909047515635858,0.1148305582553814,0.0110208,122.0,1278.0
1649.0,4.0,2.0,1,0.018175,-0.023081749311294766,0.008084087514859482,-0.012979199999999998,575.7305018056379,504.0876149434008
7010.0,4.0,40.0,1,0.143925,-0.03133044214732453,0.07682203807957956,0.0030208000000000014,312.0,143.0
8175.0,3.0,24.0,1,0.0777,-0.12671577084003863,0.014403725798256143,-0.012979199999999998,427.0,504.0876149434008
239.0,4.0,116.0,1,0.0265,0.02054438149197356,0.016626933174688455,0.0030208000000000014,115.0,156.0
533.0,5.0,23.0,1,0.0265,0.013187440982058546,0.014305794355429953,-0.012979199999999998,299.0,1120.0
12951.0,3.5,49.0,1,0.143925,-0.17988124565670605,0.02993486649227915,0.0030208000000000014,365.0,685.0
7459.0,3.0,176.0,1,0.06835,-0.11816822173435784,0.008831800760737567,0.0030208000000000014,575.7305018056379,504.0876149434008
8659.0,3.5,31.0,1,0.143925,-0.0725626042390549,0.06380790814396967,0.0030208000000000014,159.0,118.0
5040.0,4.0,44.0,0,0.122425,-0.003575730187908497,0.08051603095623043,-0.004979199999999999,1305.0,594.0
6258.0,1.0,0.0,1,0.053325,-0.1031733700750469,0.0021942180953338523,-0.012979199999999998,1448.0,504.0876149434008
3963.0,4.5,89.0,1,0.05195,-0.04714768897448243,0.04705483731983517,-0.004979199999999999,1364.0,551.0
1056.0,3.5,51.0,1,0.0205,-0.005907203907203907,0.012639309843623363,0.0110208,587.0,362.0
1034.0,4.5,14.0,0,0.012825,-0.013050439453125,0.00587470156234326,-0.004979199999999999,259.0,745.0
7658.0,4.5,18.0,1,0.122425,-0.06903909824346406,0.05985430099706446,-0.004979199999999999,119.0,488.0
1398.0,5.0,0.0,1,0.023725,-0.011236840717299577,0.011368000713626668,-0.012979199999999998,968.0,504.0876149434008
436.0,5.0,63.0,0,0.0777,0.06682149983907307,0.07548341563535438,0.0270208,134.0,93.0
3144.0,4.0,16.0,0,0.036075,-0.04255449029126214,0.011169153407437356,0.0110208,668.0,416.0
5686.0,5.0,6.0,1,0.05195,-0.0902434280211844,0.03345613139865503,0.0030208000000000014,377.0,684.0
1893.0,4.0,52.0,1,0.0205,-0.02685775335775336,0.006031500762353686,0.0030208000000000014,1286.0,234.0
812.0,4.0,109.0,1,0.022325,0.0020272701793721975,0.015938898225652937,0.0110208,175.0,898.0
538.0,4.5,53.0,1,0.02915,0.015713476394849785,0.024975969128444544,-0.004979199999999999,91.0,894.0
1092.0,4.0,27.0,1,0.01345,-0.013875791433891992,0.004350954625954579,0.0110208,575.7305018056379,504.0876149434008
5999.0,3.5,86.0,1,0.06835,-0.08165486644712769,0.02035497244141393,-0.004979199999999999,1221.0,118.0
1159.0,5.0,41.0,1,0.122425,0.09346908700980391,0.11114558556720183,0.0270208,981.0,504.0876149434008
1563.0,4.0,498.0,2,0.122425,0.0833670241013072,0.10795714442759029,0.0030208000000000014,231.0,1048.0
1735.0,4.0,20.0,1,0.0204,-0.02300319018404908,0.007539341129877924,0.0110208,388.0,461.0
1908.0,5.0,0.0,1,0.02915,-0.018565922746781115,0.014161469221374685,-0.012979199999999998,575.7305018056379,504.0876149434008
13513.0,3.5,29.0,0,0.143925,-0.19393368658790827,0.02549948685382387,-0.004979199999999999,742.0,408.0
11700.0,3.0,52.0,1,0.143925,-0.14860081219596943,0.03980792686186555,0.0030208000000000014,148.0,169.0
5000.0,4.0,0.0,1,0.053875,-0.0711580199628598,0.007616731937231944,-0.012979199999999998,1955.0,504.0876149434008
1575.0,4.5,4.0,1,0.0223,-0.017094163860830527,0.007129048848573516,-0.012979199999999998,1136.0,332.0
4411.0,4.0,14.0,0,0.06835,-0.04194034028540066,0.032888394789985204,-0.012979199999999998,1088.0,76.0
495.0,4.5,193.0,1,0.0149,0.0025292436974789917,0.00956240935580052,0.035020800000000005,575.7305018056379,504.0876149434008
388.0,4.5,20.0,1,0.0157,0.00600956937799043,0.014629780234089278,-0.012979199999999998,1078.0,405.0
5753.0,4.5,22.0,0,0.122425,-0.02140437091503268,0.07488890587567835,-0.004979199999999999,361.0,1142.0
1504.0,4.5,134.0,1,0.122425,0.08484232536764706,0.10842278310887019,0.0190208,403.0,206.0
4667.0,4.0,8.0,1,0.053875,-0.06282915506035283,0.010245096429561723,-0.012979199999999998,93.0,128.0
496.0,4.0,320.0,1,0.053325,0.04094419559099437,0.047672939913008874,0.035020800000000005,175.0,381.0
2206.0,4.0,235.0,1,0.143925,0.08879042303683113,0.11473585264032542,0.0190208,107.0,140.0
11647.0,3.5,40.0,1,0.143925,-0.14727558200138985,0.04022620999502948,-0.012979199999999998,123.0,978.0
2461.0,4.0,30.0,0,0.0325,-0.029047344110854505,0.015234379522201677,-0.004979199999999999,575.7305018056379,504.0876149434008
2544.0,4.5,13.0,1,0.0325,-0.031123941493456504,0.01457922226813808,-0.004979199999999999,1449.0,111.0
7342.0,3.5,42.0,1,0.143925,-0.0396318841209173,0.07420184939636398,0.0030208000000000014,173.0,251.0
940.0,4.5,21.0,0,0.0157,-0.007812440191387559,0.010271637390474988,-0.004979199999999999,575.7305018056379,504.0876149434008
1033.0,5.0,13.0,1,0.053875,0.028063022284122562,0.038928209237749166,0.0030208000000000014,329.0,173.0
6020.0,4.0,144.0,2,0.122425,-0.02808073427287582,0.07278169353836081,-0.012979199999999998,1262.0,772.0
1629.0,4.0,56.0,1,0.0223,-0.01844567901234568,0.006702726990519287,-0.012979199999999998,575.7305018056379,504.0876149434008
2978.0,5.0,34.0,1,0.122425,0.047984798815359476,0.0967897082579112,-0.012979199999999998,814.0,302.0
2530.0,4.0,242.0,1,0.122425,0.05918708639705883,0.10032540536322301,0.0110208,229.0,209.0
8334.0,5.0,0.0,1,0.122425,-0.08594255004084968,0.05451918661494215,-0.012979199999999998,1168.0,504.0876149434008
12441.0,3.5,2.0,1,0.122425,-0.1886385212418301,0.022105999089237546,-0.012979199999999998,858.0,1091.0
4112.0,2.0,66.0,1,0.036075,-0.06677127253814148,0.0035283474015014122,0.0110208,496.0,684.0
10023.0,4.0,21.0,0,0.122425,-0.12817617442810458,0.041189292840675025,0.0030208000000000014,1350.0,521.0
178.0,4.5,1757.0,1,0.05195,0.04752286952335099,0.07692779257907303,0.0270208,147.0,1473.0
3644.0,4.5,13.0,1,0.053875,-0.037242281801299904,0.01831962158167393,-0.012979199999999998,1384.0,504.0876149434008
15421.0,4.0,11.0,1,0.143925,-0.24164197359277276,0.010441294059922309,0.0190208,1142.0,85.0
1459.0,4.5,250.0,1,0.05195,0.015482450649975929,0.06681755329582767,0.0030208000000000014,575.7305018056379,504.0876149434008
4657.0,4.5,20.0,1,0.053875,-0.06257903899721448,0.01032402629419625,-0.012979199999999998,387.0,441.0
1547.0,5.0,2.0,1,0.0265,-0.012186496694995278,0.006300233937987364,-0.012979199999999998,1436.0,504.0876149434008
637.0,4.0,83.0,1,0.018175,0.0022530991735537193,0.016073439629154203,0.0110208,250.0,542.0
1496.0,3.5,6.0,1,0.01345,-0.023994599627560523,0.0011607809982129276,-0.012979199999999998,575.7305018056379,504.0876149434008
1795.0,4.5,18.0,0,0.0325,-0.012384526558891456,0.02049142447649511,-0.004979199999999999,305.0,649.0
2591.0,4.5,23.0,0,0.06835,0.003576308086351994,0.04725289647411601,-0.012979199999999998,1863.0,504.0876149434008
6613.0,3.0,24.0,1,0.0777,-0.08765320244608948,0.02673173659106496,-0.012979199999999998,278.0,896.0
1880.0,3.5,8.0,1,0.023725,-0.023299551687763712,0.007562878252537742,-0.012979199999999998,848.0,582.0
659.0,4.0,63.0,1,0.0223,0.005831537598204264,0.014360730737048978,-0.004979199999999999,501.0,1036.0
8633.0,3.5,45.0,1,0.122425,-0.09341907679738562,0.05215942448438805,-0.012979199999999998,870.0,296.0
590.0,4.5,157.0,1,0.02715,0.012411428571428572,0.02377629055781274,0.0030208000000000014,150.0,272.0
645.0,4.0,198.0,1,0.022325,0.0062069506726457405,0.017257271679681684,0.0110208,468.0,769.0
659.0,4.0,61.0,0,0.0157,-0.0007762360446570972,0.01249018474383661,0.0110208,110.0,850.0
7345.0,5.0,3.0,0,0.122425,-0.0612125,0.06232455366215954,-0.012979199999999998,1098.0,504.0876149434008
1779.0,4.5,3.0,1,0.0204,-0.024104539877300615,0.007191978816040617,-0.012979199999999998,1418.0,208.0
4272.0,4.5,42.0,1,0.122425,0.015628191380718953,0.08657722599390784,0.0030208000000000014,144.0,539.0
1906.0,3.5,103.0,1,0.0265,-0.0211699716713881,0.0034659181688927983,0.0110208,142.0,989.0
282.0,5.0,0.0,1,0.004575,-0.002488598901098901,0.0019608321685795323,0.0110208,377.0,320.0
573.0,4.5,203.0,2,0.122425,0.10812207924836602,0.11577040365584633,-0.004979199999999999,120.0,784.0
7169.0,3.5,115.0,1,0.143925,-0.035306132731063235,0.07556718868008777,0.0270208,364.0,1563.0
381.0,3.5,247.0,0,0.016475,0.006960562310030395,0.012640930724518107,0.0030208000000000014,185.0,1036.0
406.0,4.5,38.0,1,0.023725,0.013589319620253166,0.01919929009412504,-0.012979199999999998,363.0,1300.0
5929.0,4.5,22.0,0,0.05195,-0.09632135291285508,0.03153826399363659,0.0030208000000000014,1065.0,627.0
124.0,3.5,402.0,1,0.012025,0.00894359375,0.009745488800781922,0.0110208,170.0,585.0
2363.0,4.0,190.0,1,0.0777,0.01863099452848407,0.060274659682894326,0.0110208,109.0,1182.0
3352.0,4.0,43.0,1,0.05195,-0.031865334617236396,0.05187712943698031,-0.004979199999999999,420.0,1174.0
825.0,4.0,34.0,1,0.0157,-0.004932854864433811,0.011179583816227964,0.0110208,575.7305018056379,504.0876149434008
2502.0,4.0,33.0,0,0.06835,0.005802122210025612,0.04795533639163669,-0.012979199999999998,255.0,507.0
2301.0,4.5,16.0,1,0.0777,0.020181493401995494,0.06076399173741043,-0.012979199999999998,736.0,504.0876149434008
4990.0,4.5,33.0,0,0.143925,0.019178331306462824,0.09276414994733698,0.0030208000000000014,250.0,152.0
13277.0,3.0,3.0,1,0.122425,-0.20954279003267973,0.015508135740932445,-0.012979199999999998,722.0,359.0
9984.0,4.0,6.0,1,0.143925,-0.10569335910354413,0.05335082981487136,-0.004979199999999999,768.0,542.0
1267.0,5.0,18.0,0,0.02715,-0.0045291705069124425,0.018432150880641682,0.0030208000000000014,1188.0,110.0
6450.0,3.5,11.0,1,0.0777,-0.08357689089153525,0.028018206347292768,-0.012979199999999998,662.0,638.0
8585.0,4.5,7.0,1,0.122425,-0.09221883169934642,0.05253824917424289,-0.012979199999999998,589.0,405.0
13524.0,2.5,54.0,1,0.122425,-0.2157190512663399,0.013558767024387755,-0.012979199999999998,229.0,1075.0
1567.0,4.5,110.0,0,0.05195,0.012781150698122292,0.06596516778248614,0.0030208000000000014,889.0,169.0
487.0,4.5,195.0,1,0.0149,0.002729579831932773,0.009625579690108039,0.035020800000000005,146.0,158.0
201.0,4.0,293.0,1,0.016825,0.011817559523809522,0.01463037486653556,0.0190208,132.0,169.0
